,File Header,t1,t2,hash,hashed_filepath,og_filepath,intent,topic,speaker,form,intent2,overall_change,f0_slope
502,40. Sound 8312329950827121200,0.7605,1.4905,8312329950827121200,data/raw/scaled_stimuli_hashed/8312329950827121200.wav,data/raw/scaled_stimuli_hashed/4_question_temp.wav,question,temp,4,conventional,non-request,0.42953415922022486,0.41998933614184747
503,41. Sound 8394246470109171602,0.8475,1.6951,8394246470109171602,data/raw/scaled_stimuli_hashed/8394246470109171602.wav,data/raw/scaled_stimuli_hashed/2_request_office.wav,request,office,2,non-conventional,request,16.8897500555083,-0.2871524243565212
504,42. Sound 8395152635602585978,0.8243,1.6344,8395152635602585978,data/raw/scaled_stimuli_hashed/8395152635602585978.wav,data/raw/scaled_stimuli_hashed/22_statement_phone.wav,statement,phone,22,non-conventional,non-request,2.290943919410779,-0.3194888032470099
505,43. Sound 8415175198286307082,0.6734,1.3324,8415175198286307082,data/raw/scaled_stimuli_hashed/8415175198286307082.wav,data/raw/scaled_stimuli_hashed/8_request_soup.wav,request,soup,8,non-conventional,request,9.379609547595322,0.0689748728090145
506,44. Sound 8533670481171196577,0.9715,1.7408,8533670481171196577,data/raw/scaled_stimuli_hashed/8533670481171196577.wav,data/raw/scaled_stimuli_hashed/6_statement_car.wav,statement,car,6,non-conventional,non-request,-43.15799345210306,-0.7158191135208566
507,45. Sound 8548373897460464067,0.8766,1.7416,8548373897460464067,data/raw/scaled_stimuli_hashed/8548373897460464067.wav,data/raw/scaled_stimuli_hashed/19_statement_car.wav,statement,car,19,non-conventional,non-request,-8.345632139377159,-0.10345942167605515
508,46. Sound 8606787326959680902,0.7187,1.3593,8606787326959680902,data/raw/scaled_stimuli_hashed/8606787326959680902.wav,data/raw/scaled_stimuli_hashed/6_question_box.wav,question,box,6,conventional,non-request,75.39164168244689,0.0012293075676857487
509,47. Sound 8704929767762644941,0.744,1.3093,8704929767762644941,data/raw/scaled_stimuli_hashed/8704929767762644941.wav,data/raw/scaled_stimuli_hashed/20_statement_soup.wav,statement,soup,20,non-conventional,non-request,-23.29585999868891,-1.2688828264346539
510,48. Sound 8708622460676057507,0.7077,1.5466,8708622460676057507,data/raw/scaled_stimuli_hashed/8708622460676057507.wav,data/raw/scaled_stimuli_hashed/9_question_box.wav,question,box,9,conventional,non-request,-21.56671852310741,0.06250437717631854
511,49. Sound 8772740268033318912,1.1141,1.7415,8772740268033318912,data/raw/scaled_stimuli_hashed/8772740268033318912.wav,data/raw/scaled_stimuli_hashed/5_request_office.wav,request,office,5,non-conventional,request,43.88663749169116,-0.2979913747038491
512,50. Sound 8834211750399559205,0.743,1.3491,8834211750399559205,data/raw/scaled_stimuli_hashed/8834211750399559205.wav,data/raw/scaled_stimuli_hashed/18_request_car.wav,request,car,18,non-conventional,request,-25.878719679742503,-0.41533686290110927
513,51. Sound 8839033480339267531,0.5238,1.193,8839033480339267531,data/raw/scaled_stimuli_hashed/8839033480339267531.wav,data/raw/scaled_stimuli_hashed/17_question_box.wav,question,box,17,conventional,non-request,-61.016539897747236,-2.606030708993032
514,52. Sound 8869973355839262410,1.3516,1.7953,8869973355839262410,data/raw/scaled_stimuli_hashed/8869973355839262410.wav,data/raw/scaled_stimuli_hashed/9_request_office.wav,request,office,9,non-conventional,request,-5.599280246727332,-0.22327477359520118
515,53. Sound 9019052639508427807,0.6618,1.2616,9019052639508427807,data/raw/scaled_stimuli_hashed/9019052639508427807.wav,data/raw/scaled_stimuli_hashed/4_request_window.wav,request,window,4,conventional,request,-18.02727083741462,0.11403024465956163
516,54. Sound 9026607145845934468,0.8533,1.6022,9026607145845934468,data/raw/scaled_stimuli_hashed/9026607145845934468.wav,data/raw/scaled_stimuli_hashed/20_statement_laptop.wav,statement,laptop,20,non-conventional,non-request,-45.565370443529076,-0.599577515152252
517,55. Sound 9070978161073950362,0.8766,1.5554,9070978161073950362,data/raw/scaled_stimuli_hashed/9070978161073950362.wav,data/raw/scaled_stimuli_hashed/9_request_Spanish.wav,request,Spanish,9,conventional,request,-14.520693116220912,0.01790016112768099
518,56. Sound 9091554368685344622,0.8824,1.7549,9091554368685344622,data/raw/scaled_stimuli_hashed/9091554368685344622.wav,data/raw/scaled_stimuli_hashed/5_question_door.wav,question,door,5,conventional,non-request,63.42879521302105,-0.9055355065624553
519,57. Sound 9117524334325812914,0.7126,1.6225,9117524334325812914,data/raw/scaled_stimuli_hashed/9117524334325812914.wav,data/raw/scaled_stimuli_hashed/2_question_box.wav,question,box,2,conventional,non-request,-6.0505082913422825,0.08019476684537973
520,58. Sound 9118730571623497393,0.6734,1.3393,9118730571623497393,data/raw/scaled_stimuli_hashed/9118730571623497393.wav,data/raw/scaled_stimuli_hashed/24_question_door.wav,question,door,24,conventional,non-request,-2.3659952033795264,-0.13409918948240485
521,59. Sound 9123882755990112334,0.5556,1.2172,9123882755990112334,data/raw/scaled_stimuli_hashed/9123882755990112334.wav,data/raw/scaled_stimuli_hashed/18_request_box.wav,request,box,18,conventional,request,-400.2766486684303,-2.4125744503058533
522,60. Sound 9171480593674952896,0.8094,1.3424,9171480593674952896,data/raw/scaled_stimuli_hashed/9171480593674952896.wav,data/raw/scaled_stimuli_hashed/4_request_soup.wav,request,soup,4,non-conventional,request,27.12097924305519,-0.07852333237395848
