rt,trial_index,subject,form_assignment,button_pressed,condition,topic,speaker,form,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
,35,j6jk395wtj,conventional,,question,window,5,conventional,,No,Female,Yes,5,21,No
1660.715,36,j6jk395wtj,conventional,0,question,window,5,conventional,Request,No,Female,Yes,5,21,No
,37,j6jk395wtj,conventional,,request,Spanish,5,conventional,,No,Female,Yes,5,21,No
1070.78,38,j6jk395wtj,conventional,1,request,Spanish,5,conventional,Non-Request,Yes,Female,Yes,5,21,No
,39,j6jk395wtj,conventional,,request,piano,5,conventional,,No,Female,Yes,5,21,No
2196.49,40,j6jk395wtj,conventional,1,request,piano,5,conventional,Non-Request,Yes,Female,Yes,5,21,No
,41,j6jk395wtj,conventional,,question,box,5,conventional,,No,Female,Yes,5,21,No
525.875,42,j6jk395wtj,conventional,0,question,box,5,conventional,Request,No,Female,Yes,5,21,No
,43,j6jk395wtj,conventional,,question,door,5,conventional,,No,Female,Yes,5,21,No
713.3600001,44,j6jk395wtj,conventional,0,question,door,5,conventional,Request,No,Female,Yes,5,21,No
,45,j6jk395wtj,conventional,,question,temp,5,conventional,,No,Female,Yes,5,21,No
1319.515,46,j6jk395wtj,conventional,1,question,temp,5,conventional,Non-Request,Yes,Female,Yes,5,21,No
,47,j6jk395wtj,conventional,,request,box,5,conventional,,No,Female,Yes,5,21,No
936.62,48,j6jk395wtj,conventional,0,request,box,5,conventional,Request,Yes,Female,Yes,5,21,No
,49,j6jk395wtj,conventional,,request,window,5,conventional,,No,Female,Yes,5,21,No
421.685,50,j6jk395wtj,conventional,0,request,window,5,conventional,Request,Yes,Female,Yes,5,21,No
,51,j6jk395wtj,conventional,,request,door,5,conventional,,No,Female,Yes,5,21,No
455.325,52,j6jk395wtj,conventional,0,request,door,5,conventional,Request,Yes,Female,Yes,5,21,No
,53,j6jk395wtj,conventional,,question,piano,19,conventional,,No,Female,Yes,5,21,No
730.085,54,j6jk395wtj,conventional,1,question,piano,19,conventional,Non-Request,No,Female,Yes,5,21,No
,55,j6jk395wtj,conventional,,request,piano,19,conventional,,No,Female,Yes,5,21,No
467.565,56,j6jk395wtj,conventional,1,request,piano,19,conventional,Non-Request,Yes,Female,Yes,5,21,No
,57,j6jk395wtj,conventional,,question,box,19,conventional,,No,Female,Yes,5,21,No
1829.17,58,j6jk395wtj,conventional,1,question,box,19,conventional,Non-Request,No,Female,Yes,5,21,No
,59,j6jk395wtj,conventional,,request,door,19,conventional,,No,Female,Yes,5,21,No
456.17,60,j6jk395wtj,conventional,0,request,door,19,conventional,Request,No,Female,Yes,5,21,No
,61,j6jk395wtj,conventional,,request,box,19,conventional,,No,Female,Yes,5,21,No
879.245,62,j6jk395wtj,conventional,1,request,box,19,conventional,Non-Request,Yes,Female,Yes,5,21,No
,63,j6jk395wtj,conventional,,request,temp,19,conventional,,No,Female,Yes,5,21,No
252.305,64,j6jk395wtj,conventional,1,request,temp,19,conventional,Non-Request,No,Female,Yes,5,21,No
,65,j6jk395wtj,conventional,,request,Spanish,19,conventional,,No,Female,Yes,5,21,No
371.08,66,j6jk395wtj,conventional,1,request,Spanish,19,conventional,Non-Request,No,Female,Yes,5,21,No
,67,j6jk395wtj,conventional,,question,door,19,conventional,,No,Female,Yes,5,21,No
1022.35,68,j6jk395wtj,conventional,0,question,door,19,conventional,Request,Yes,Female,Yes,5,21,No
,69,j6jk395wtj,conventional,,request,window,19,conventional,,No,Female,Yes,5,21,No
662.73,70,j6jk395wtj,conventional,1,request,window,19,conventional,Non-Request,No,Female,Yes,5,21,No
,71,j6jk395wtj,conventional,,question,window,19,conventional,,No,Female,Yes,5,21,No
487.295,72,j6jk395wtj,conventional,0,question,window,19,conventional,Request,Yes,Female,Yes,5,21,No
,73,j6jk395wtj,conventional,,question,temp,19,conventional,,No,Female,Yes,5,21,No
694.67,74,j6jk395wtj,conventional,1,question,temp,19,conventional,Non-Request,Yes,Female,Yes,5,21,No
,75,j6jk395wtj,conventional,,question,Spanish,19,conventional,,No,Female,Yes,5,21,No
638.305,76,j6jk395wtj,conventional,0,question,Spanish,19,conventional,Request,Yes,Female,Yes,5,21,No
,77,j6jk395wtj,conventional,,request,temp,22,conventional,,No,Female,Yes,5,21,No
1303.375,78,j6jk395wtj,conventional,0,request,temp,22,conventional,Request,No,Female,Yes,5,21,No
,79,j6jk395wtj,conventional,,question,piano,22,conventional,,No,Female,Yes,5,21,No
26945.985,80,j6jk395wtj,conventional,0,question,piano,22,conventional,Request,No,Female,Yes,5,21,No
,81,j6jk395wtj,conventional,,request,box,22,conventional,,No,Female,Yes,5,21,No
827.835,82,j6jk395wtj,conventional,1,request,box,22,conventional,Non-Request,No,Female,Yes,5,21,No
,83,j6jk395wtj,conventional,,question,temp,22,conventional,,No,Female,Yes,5,21,No
615.775,84,j6jk395wtj,conventional,1,question,temp,22,conventional,Non-Request,Yes,Female,Yes,5,21,No
,85,j6jk395wtj,conventional,,question,Spanish,22,conventional,,No,Female,Yes,5,21,No
661.83,86,j6jk395wtj,conventional,1,question,Spanish,22,conventional,Non-Request,No,Female,Yes,5,21,No
,87,j6jk395wtj,conventional,,request,window,22,conventional,,No,Female,Yes,5,21,No
367.03,88,j6jk395wtj,conventional,0,request,window,22,conventional,Request,No,Female,Yes,5,21,No
,89,j6jk395wtj,conventional,,question,window,22,conventional,,No,Female,Yes,5,21,No
430.53,90,j6jk395wtj,conventional,1,question,window,22,conventional,Non-Request,Yes,Female,Yes,5,21,No
,91,j6jk395wtj,conventional,,question,door,22,conventional,,No,Female,Yes,5,21,No
423.65,92,j6jk395wtj,conventional,1,question,door,22,conventional,Non-Request,No,Female,Yes,5,21,No
,93,j6jk395wtj,conventional,,request,piano,22,conventional,,No,Female,Yes,5,21,No
172.185,94,j6jk395wtj,conventional,1,request,piano,22,conventional,Non-Request,Yes,Female,Yes,5,21,No
,95,j6jk395wtj,conventional,,request,Spanish,22,conventional,,No,Female,Yes,5,21,No
827.555,96,j6jk395wtj,conventional,0,request,Spanish,22,conventional,Request,Yes,Female,Yes,5,21,No
,97,j6jk395wtj,conventional,,question,box,22,conventional,,No,Female,Yes,5,21,No
413.605,98,j6jk395wtj,conventional,1,question,box,22,conventional,Non-Request,Yes,Female,Yes,5,21,No
,99,j6jk395wtj,conventional,,request,door,22,conventional,,No,Female,Yes,5,21,No
502.885,100,j6jk395wtj,conventional,0,request,door,22,conventional,Request,Yes,Female,Yes,5,21,No
,101,j6jk395wtj,conventional,,question,piano,20,conventional,,No,Female,Yes,5,21,No
470.205,102,j6jk395wtj,conventional,1,question,piano,20,conventional,Non-Request,No,Female,Yes,5,21,No
,103,j6jk395wtj,conventional,,question,window,20,conventional,,No,Female,Yes,5,21,No
517.44,104,j6jk395wtj,conventional,0,question,window,20,conventional,Request,No,Female,Yes,5,21,No
,105,j6jk395wtj,conventional,,request,temp,20,conventional,,No,Female,Yes,5,21,No
469.7749999,106,j6jk395wtj,conventional,1,request,temp,20,conventional,Non-Request,No,Female,Yes,5,21,No
,107,j6jk395wtj,conventional,,request,piano,20,conventional,,No,Female,Yes,5,21,No
2331.985,108,j6jk395wtj,conventional,1,request,piano,20,conventional,Non-Request,Yes,Female,Yes,5,21,No
,109,j6jk395wtj,conventional,,request,window,20,conventional,,No,Female,Yes,5,21,No
632.945,110,j6jk395wtj,conventional,0,request,window,20,conventional,Request,Yes,Female,Yes,5,21,No
,111,j6jk395wtj,conventional,,request,Spanish,20,conventional,,No,Female,Yes,5,21,No
452.165,112,j6jk395wtj,conventional,1,request,Spanish,20,conventional,Non-Request,No,Female,Yes,5,21,No
,113,j6jk395wtj,conventional,,request,door,20,conventional,,No,Female,Yes,5,21,No
870.885,114,j6jk395wtj,conventional,0,request,door,20,conventional,Request,No,Female,Yes,5,21,No
,115,j6jk395wtj,conventional,,request,box,20,conventional,,No,Female,Yes,5,21,No
422.97,116,j6jk395wtj,conventional,0,request,box,20,conventional,Request,No,Female,Yes,5,21,No
,117,j6jk395wtj,conventional,,question,door,20,conventional,,No,Female,Yes,5,21,No
309.855,118,j6jk395wtj,conventional,0,question,door,20,conventional,Request,Yes,Female,Yes,5,21,No
,119,j6jk395wtj,conventional,,question,box,20,conventional,,No,Female,Yes,5,21,No
526.555,120,j6jk395wtj,conventional,1,question,box,20,conventional,Non-Request,Yes,Female,Yes,5,21,No
,121,j6jk395wtj,conventional,,question,temp,20,conventional,,No,Female,Yes,5,21,No
428.75,122,j6jk395wtj,conventional,0,question,temp,20,conventional,Request,Yes,Female,Yes,5,21,No
,123,j6jk395wtj,conventional,,question,Spanish,20,conventional,,No,Female,Yes,5,21,No
434,124,j6jk395wtj,conventional,0,question,Spanish,20,conventional,Request,Yes,Female,Yes,5,21,No
,125,j6jk395wtj,conventional,,request,temp,3,conventional,,No,Female,Yes,5,21,No
978.575,126,j6jk395wtj,conventional,0,request,temp,3,conventional,Request,No,Female,Yes,5,21,No
,127,j6jk395wtj,conventional,,request,door,3,conventional,,No,Female,Yes,5,21,No
3989.085,128,j6jk395wtj,conventional,0,request,door,3,conventional,Request,No,Female,Yes,5,21,No
,129,j6jk395wtj,conventional,,question,window,3,conventional,,No,Female,Yes,5,21,No
429.98,130,j6jk395wtj,conventional,0,question,window,3,conventional,Request,No,Female,Yes,5,21,No
,131,j6jk395wtj,conventional,,question,door,3,conventional,,No,Female,Yes,5,21,No
467.18,132,j6jk395wtj,conventional,1,question,door,3,conventional,Non-Request,Yes,Female,Yes,5,21,No
,133,j6jk395wtj,conventional,,request,piano,3,conventional,,No,Female,Yes,5,21,No
406.015,134,j6jk395wtj,conventional,1,request,piano,3,conventional,Non-Request,No,Female,Yes,5,21,No
,135,j6jk395wtj,conventional,,request,box,3,conventional,,No,Female,Yes,5,21,No
602.175,136,j6jk395wtj,conventional,0,request,box,3,conventional,Request,No,Female,Yes,5,21,No
,137,j6jk395wtj,conventional,,question,Spanish,3,conventional,,No,Female,Yes,5,21,No
1101.395,138,j6jk395wtj,conventional,0,question,Spanish,3,conventional,Request,No,Female,Yes,5,21,No
,139,j6jk395wtj,conventional,,question,piano,3,conventional,,No,Female,Yes,5,21,No
672.945,140,j6jk395wtj,conventional,1,question,piano,3,conventional,Non-Request,Yes,Female,Yes,5,21,No
,141,j6jk395wtj,conventional,,question,temp,3,conventional,,No,Female,Yes,5,21,No
674.135,142,j6jk395wtj,conventional,1,question,temp,3,conventional,Non-Request,Yes,Female,Yes,5,21,No
,143,j6jk395wtj,conventional,,question,box,3,conventional,,No,Female,Yes,5,21,No
1203.2,144,j6jk395wtj,conventional,0,question,box,3,conventional,Request,Yes,Female,Yes,5,21,No
,145,j6jk395wtj,conventional,,request,Spanish,3,conventional,,No,Female,Yes,5,21,No
1544.105,146,j6jk395wtj,conventional,1,request,Spanish,3,conventional,Non-Request,Yes,Female,Yes,5,21,No
,147,j6jk395wtj,conventional,,request,window,3,conventional,,No,Female,Yes,5,21,No
1512.34,148,j6jk395wtj,conventional,0,request,window,3,conventional,Request,Yes,Female,Yes,5,21,No
,149,j6jk395wtj,conventional,,request,Spanish,25,conventional,,No,Female,Yes,5,21,No
2020.085,150,j6jk395wtj,conventional,1,request,Spanish,25,conventional,Non-Request,No,Female,Yes,5,21,No
,151,j6jk395wtj,conventional,,request,piano,25,conventional,,No,Female,Yes,5,21,No
842.6499999,152,j6jk395wtj,conventional,1,request,piano,25,conventional,Non-Request,No,Female,Yes,5,21,No
,153,j6jk395wtj,conventional,,request,window,25,conventional,,No,Female,Yes,5,21,No
708.6,154,j6jk395wtj,conventional,0,request,window,25,conventional,Request,No,Female,Yes,5,21,No
,155,j6jk395wtj,conventional,,question,Spanish,25,conventional,,No,Female,Yes,5,21,No
1588.69,156,j6jk395wtj,conventional,1,question,Spanish,25,conventional,Non-Request,Yes,Female,Yes,5,21,No
,157,j6jk395wtj,conventional,,request,door,25,conventional,,No,Female,Yes,5,21,No
1396.9,158,j6jk395wtj,conventional,0,request,door,25,conventional,Request,No,Female,Yes,5,21,No
,159,j6jk395wtj,conventional,,question,temp,25,conventional,,No,Female,Yes,5,21,No
1021.755,160,j6jk395wtj,conventional,0,question,temp,25,conventional,Request,No,Female,Yes,5,21,No
,161,j6jk395wtj,conventional,,question,piano,25,conventional,,No,Female,Yes,5,21,No
1040.055,162,j6jk395wtj,conventional,0,question,piano,25,conventional,Request,Yes,Female,Yes,5,21,No
,163,j6jk395wtj,conventional,,question,window,25,conventional,,No,Female,Yes,5,21,No
493.915,164,j6jk395wtj,conventional,1,question,window,25,conventional,Non-Request,Yes,Female,Yes,5,21,No
,165,j6jk395wtj,conventional,,question,door,25,conventional,,No,Female,Yes,5,21,No
1393.94,166,j6jk395wtj,conventional,0,question,door,25,conventional,Request,Yes,Female,Yes,5,21,No
,167,j6jk395wtj,conventional,,question,box,25,conventional,,No,Female,Yes,5,21,No
460.23,168,j6jk395wtj,conventional,1,question,box,25,conventional,Non-Request,No,Female,Yes,5,21,No
,169,j6jk395wtj,conventional,,request,box,25,conventional,,No,Female,Yes,5,21,No
492.51,170,j6jk395wtj,conventional,0,request,box,25,conventional,Request,Yes,Female,Yes,5,21,No
,171,j6jk395wtj,conventional,,request,temp,25,conventional,,No,Female,Yes,5,21,No
424.99,172,j6jk395wtj,conventional,0,request,temp,25,conventional,Request,Yes,Female,Yes,5,21,No
,173,j6jk395wtj,conventional,,request,window,9,conventional,,No,Female,Yes,5,21,No
830.945,174,j6jk395wtj,conventional,0,request,window,9,conventional,Request,No,Female,Yes,5,21,No
,175,j6jk395wtj,conventional,,request,door,9,conventional,,No,Female,Yes,5,21,No
330.595,176,j6jk395wtj,conventional,0,request,door,9,conventional,Request,No,Female,Yes,5,21,No
,177,j6jk395wtj,conventional,,request,piano,9,conventional,,No,Female,Yes,5,21,No
1080.015,178,j6jk395wtj,conventional,1,request,piano,9,conventional,Non-Request,No,Female,Yes,5,21,No
,179,j6jk395wtj,conventional,,question,door,9,conventional,,No,Female,Yes,5,21,No
442.81,180,j6jk395wtj,conventional,1,question,door,9,conventional,Non-Request,Yes,Female,Yes,5,21,No
,181,j6jk395wtj,conventional,,request,box,9,conventional,,No,Female,Yes,5,21,No
284.955,182,j6jk395wtj,conventional,1,request,box,9,conventional,Non-Request,No,Female,Yes,5,21,No
,183,j6jk395wtj,conventional,,question,box,9,conventional,,No,Female,Yes,5,21,No
1787.065,184,j6jk395wtj,conventional,0,question,box,9,conventional,Request,Yes,Female,Yes,5,21,No
,185,j6jk395wtj,conventional,,request,temp,9,conventional,,No,Female,Yes,5,21,No
1633,186,j6jk395wtj,conventional,1,request,temp,9,conventional,Non-Request,No,Female,Yes,5,21,No
,187,j6jk395wtj,conventional,,question,piano,9,conventional,,No,Female,Yes,5,21,No
440.47,188,j6jk395wtj,conventional,1,question,piano,9,conventional,Non-Request,Yes,Female,Yes,5,21,No
,189,j6jk395wtj,conventional,,request,Spanish,9,conventional,,No,Female,Yes,5,21,No
222.76,190,j6jk395wtj,conventional,1,request,Spanish,9,conventional,Non-Request,No,Female,Yes,5,21,No
,191,j6jk395wtj,conventional,,question,Spanish,9,conventional,,No,Female,Yes,5,21,No
863.645,192,j6jk395wtj,conventional,1,question,Spanish,9,conventional,Non-Request,Yes,Female,Yes,5,21,No
,193,j6jk395wtj,conventional,,question,temp,9,conventional,,No,Female,Yes,5,21,No
445.835,194,j6jk395wtj,conventional,0,question,temp,9,conventional,Request,Yes,Female,Yes,5,21,No
,195,j6jk395wtj,conventional,,question,window,9,conventional,,No,Female,Yes,5,21,No
205.1,196,j6jk395wtj,conventional,0,question,window,9,conventional,Request,Yes,Female,Yes,5,21,No
,197,j6jk395wtj,conventional,,question,Spanish,2,conventional,,No,Female,Yes,5,21,No
1100.85,198,j6jk395wtj,conventional,1,question,Spanish,2,conventional,Non-Request,No,Female,Yes,5,21,No
,199,j6jk395wtj,conventional,,question,box,2,conventional,,No,Female,Yes,5,21,No
719.39,200,j6jk395wtj,conventional,1,question,box,2,conventional,Non-Request,No,Female,Yes,5,21,No
,201,j6jk395wtj,conventional,,question,piano,2,conventional,,No,Female,Yes,5,21,No
478.76,202,j6jk395wtj,conventional,1,question,piano,2,conventional,Non-Request,No,Female,Yes,5,21,No
,203,j6jk395wtj,conventional,,request,door,2,conventional,,No,Female,Yes,5,21,No
641.66,204,j6jk395wtj,conventional,0,request,door,2,conventional,Request,No,Female,Yes,5,21,No
,205,j6jk395wtj,conventional,,question,window,2,conventional,,No,Female,Yes,5,21,No
438.84,206,j6jk395wtj,conventional,0,question,window,2,conventional,Request,No,Female,Yes,5,21,No
,207,j6jk395wtj,conventional,,request,Spanish,2,conventional,,No,Female,Yes,5,21,No
517.47,208,j6jk395wtj,conventional,1,request,Spanish,2,conventional,Non-Request,Yes,Female,Yes,5,21,No
,209,j6jk395wtj,conventional,,request,piano,2,conventional,,No,Female,Yes,5,21,No
219.375,210,j6jk395wtj,conventional,1,request,piano,2,conventional,Non-Request,Yes,Female,Yes,5,21,No
,211,j6jk395wtj,conventional,,request,temp,2,conventional,,No,Female,Yes,5,21,No
673.8,212,j6jk395wtj,conventional,1,request,temp,2,conventional,Non-Request,No,Female,Yes,5,21,No
,213,j6jk395wtj,conventional,,question,temp,2,conventional,,No,Female,Yes,5,21,No
457.41,214,j6jk395wtj,conventional,0,question,temp,2,conventional,Request,Yes,Female,Yes,5,21,No
,215,j6jk395wtj,conventional,,request,window,2,conventional,,No,Female,Yes,5,21,No
330.26,216,j6jk395wtj,conventional,0,request,window,2,conventional,Request,Yes,Female,Yes,5,21,No
,217,j6jk395wtj,conventional,,question,door,2,conventional,,No,Female,Yes,5,21,No
477.77,218,j6jk395wtj,conventional,1,question,door,2,conventional,Non-Request,Yes,Female,Yes,5,21,No
,219,j6jk395wtj,conventional,,request,box,2,conventional,,No,Female,Yes,5,21,No
737.295,220,j6jk395wtj,conventional,0,request,box,2,conventional,Request,Yes,Female,Yes,5,21,No
25094.855,221,j6jk395wtj,conventional,,,,,,,No,Female,Yes,5,21,No
13398.645,222,j6jk395wtj,conventional,,,,,,,No,Female,Yes,5,21,No
2165.875,223,j6jk395wtj,conventional,,,,,,,No,Female,Yes,5,21,No
16471.275,0,6j8b3x49wv,conventional,,,,,,,No,Female,Yes,4,20,No
6023.02,1,6j8b3x49wv,conventional,,,,,,,No,Female,Yes,4,20,No
2024.385,2,6j8b3x49wv,conventional,,,,,,,No,Female,Yes,4,20,No
4688.175,3,6j8b3x49wv,conventional,2,,,,,,No,Female,Yes,4,20,No
20297.575,4,6j8b3x49wv,conventional,,,,,,,No,Female,Yes,4,20,No
,5,6j8b3x49wv,conventional,,question,Spanish,17,conventional,,No,Female,Yes,4,20,No
5615.23,6,6j8b3x49wv,conventional,0,question,Spanish,17,conventional,Request,No,Female,Yes,4,20,No
,7,6j8b3x49wv,conventional,,request,Spanish,17,conventional,,No,Female,Yes,4,20,No
1977.835,8,6j8b3x49wv,conventional,0,request,Spanish,17,conventional,Request,Yes,Female,Yes,4,20,No
,9,6j8b3x49wv,conventional,,question,box,17,conventional,,No,Female,Yes,4,20,No
1906.01,10,6j8b3x49wv,conventional,0,question,box,17,conventional,Request,No,Female,Yes,4,20,No
,11,6j8b3x49wv,conventional,,request,box,17,conventional,,No,Female,Yes,4,20,No
400.7250001,12,6j8b3x49wv,conventional,0,request,box,17,conventional,Request,Yes,Female,Yes,4,20,No
,13,6j8b3x49wv,conventional,,request,temp,17,conventional,,No,Female,Yes,4,20,No
1239.635,14,6j8b3x49wv,conventional,0,request,temp,17,conventional,Request,No,Female,Yes,4,20,No
,15,6j8b3x49wv,conventional,,question,piano,17,conventional,,No,Female,Yes,4,20,No
2168.115,16,6j8b3x49wv,conventional,1,question,piano,17,conventional,Non-Request,No,Female,Yes,4,20,No
,17,6j8b3x49wv,conventional,,question,door,17,conventional,,No,Female,Yes,4,20,No
1716.175,18,6j8b3x49wv,conventional,0,question,door,17,conventional,Request,No,Female,Yes,4,20,No
,19,6j8b3x49wv,conventional,,request,window,17,conventional,,No,Female,Yes,4,20,No
1371.21,20,6j8b3x49wv,conventional,0,request,window,17,conventional,Request,No,Female,Yes,4,20,No
,21,6j8b3x49wv,conventional,,request,door,17,conventional,,No,Female,Yes,4,20,No
382.8799999,22,6j8b3x49wv,conventional,0,request,door,17,conventional,Request,Yes,Female,Yes,4,20,No
,23,6j8b3x49wv,conventional,,request,piano,17,conventional,,No,Female,Yes,4,20,No
488.075,24,6j8b3x49wv,conventional,1,request,piano,17,conventional,Non-Request,Yes,Female,Yes,4,20,No
,25,6j8b3x49wv,conventional,,question,window,17,conventional,,No,Female,Yes,4,20,No
1302.88,26,6j8b3x49wv,conventional,0,question,window,17,conventional,Request,Yes,Female,Yes,4,20,No
,27,6j8b3x49wv,conventional,,question,temp,17,conventional,,No,Female,Yes,4,20,No
777.075,28,6j8b3x49wv,conventional,0,question,temp,17,conventional,Request,Yes,Female,Yes,4,20,No
,29,6j8b3x49wv,conventional,,question,temp,18,conventional,,No,Female,Yes,4,20,No
406.325,30,6j8b3x49wv,conventional,0,question,temp,18,conventional,Request,No,Female,Yes,4,20,No
,31,6j8b3x49wv,conventional,,question,box,18,conventional,,No,Female,Yes,4,20,No
795.225,32,6j8b3x49wv,conventional,0,question,box,18,conventional,Request,No,Female,Yes,4,20,No
,33,6j8b3x49wv,conventional,,request,box,18,conventional,,No,Female,Yes,4,20,No
